"","datasetName","Year","Month","individualCount","vernacularName","geometry"
"240","MARITIMES SPRING RESEARCH VESSEL SURVEY","2013","02",NA,"LONGFIN SQUID, LONGFIN INSHORE SQUID",c(-66.8545, 42.099333)
"241","MARITIMES SUMMER RESEARCH VESSEL SURVEY","2013","07",NA,"LONGFIN SQUID;LONGFIN INSHORE SQUID",c(-65.976, 42.707333)
"242","MARITIMES SUMMER RESEARCH VESSEL SURVEY","2015","07",NA,"LONGFIN SQUID;LONGFIN INSHORE SQUID",c(-66.265667, 42.738667)
"243","DATRAS: ICES Database of trawl surveys, survey: Can-Mar","2014","07",NA,NA,c(-66.9415, 43.0147)
"244","MARITIMES SUMMER RESEARCH VESSEL SURVEY","2015","07",NA,"LONGFIN SQUID;LONGFIN INSHORE SQUID",c(-64.519333, 42.878667)
"245","MARITIMES SPRING RESEARCH VESSEL SURVEY","2012","02",NA,"LONGFIN SQUID, LONGFIN INSHORE SQUID",c(-65.900333, 42.163167)
"246","MARITIMES SPRING RESEARCH VESSEL SURVEY","2019","03",NA,"LONGFIN SQUID, LONGFIN INSHORE SQUID",c(-66.2505, 42.525833)
"247","MARITIMES SUMMER RESEARCH VESSEL SURVEY","2015","07",NA,"LONGFIN SQUID;LONGFIN INSHORE SQUID",c(-64.519333, 42.878667)
"248",NA,"2006","10",NA,"squid long finned",c(-70.3830903721649, 43.1214853420495)
"249","MARITIMES SUMMER RESEARCH VESSEL SURVEY","2014","07",NA,"LONGFIN SQUID;LONGFIN INSHORE SQUID",c(-65.257333, 42.392667)
"250",NA,"2006","10",NA,"squid long finned",c(-70.3847605101805, 43.1497252447326)
"251",NA,"2016","10",NA,"squid long finned",c(-68.6774702557937, 43.8907101190678)
"252",NA,"2016","10",NA,"squid long finned",c(-68.1301500715373, 44.2910800057465)
"253","MARITIMES SPRING RESEARCH VESSEL SURVEY","2017","03",NA,"LONGFIN SQUID, LONGFIN INSHORE SQUID",c(-68.9455, 42.107167)
"254",NA,"2003","10",NA,"squid long finned",c(-70.4894202614499, 42.935085262717)
"255","MARITIMES SPRING RESEARCH VESSEL SURVEY","2016","03",NA,"LONGFIN SQUID, LONGFIN INSHORE SQUID",c(-65.581667, 42.264167)
"256",NA,"2002","10","4",NA,c(-67.6705, 44.2585)
"257",NA,"2019","09",NA,"squid long finned",c(-70.1439836172249, 43.2762028468593)
"258","MARITIMES SPRING RESEARCH VESSEL SURVEY","2014","02",NA,"LONGFIN SQUID, LONGFIN INSHORE SQUID",c(-66.478333, 42.220667)
"259",NA,"2014","10",NA,"squid long finned",c(-70.4981153336279, 43.3021000635858)
"260","DATRAS: ICES Database of trawl surveys, survey: Can-Mar","2012","07",NA,NA,c(-65.4667, 44.9813)
"261",NA,"2013","06",NA,"squid long finned",c(-67.2990754862442, 44.5885553613938)
"262",NA,"2004","10",NA,"squid long finned",c(-69.5287200132447, 43.8491350025519)
"263",NA,"2017","05",NA,"squid long finned",c(-67.6657855814619, 44.2598252555949)
"264",NA,"2016","09",NA,"squid long finned",c(-70.3907351536721, 43.1768400224935)
"265","MARITIMES SUMMER RESEARCH VESSEL SURVEY","2015","07",NA,"LONGFIN SQUID;LONGFIN INSHORE SQUID",c(-64.4185, 43.232333)
"266",NA,"2010","10",NA,"squid long finned",c(-68.1314701092578, 44.2923050082056)
"267",NA,"2014","10",NA,"squid long finned",c(-68.8991104815031, 44.2233000887769)
"268",NA,"2000","05","6",NA,c(-68.92683, 43.86767)
"269",NA,"2012","10",NA,"squid long finned",c(-68.056080234661, 44.0579500595833)
"270",NA,"2013","05",NA,"squid long finned",c(-69.2232605405026, 43.8903351234743)
"271","MARITIMES SPRING RESEARCH VESSEL SURVEY","2016","03",NA,"LONGFIN SQUID, LONGFIN INSHORE SQUID",c(-65.581667, 42.264167)
"272",NA,"2008","10",NA,"squid long finned",c(-67.8238745354554, 44.167440231625)
"273","MARITIMES SUMMER RESEARCH VESSEL SURVEY","2015","07",NA,"LONGFIN SQUID;LONGFIN INSHORE SQUID",c(-66.342, 44.208833)
"274","MARITIMES SUMMER RESEARCH VESSEL SURVEY","2014","07",NA,"LONGFIN SQUID;LONGFIN INSHORE SQUID",c(-64.445667, 43.4265)
"275",NA,"2006","10","1012",NA,c(-70.37823, 42.14447)
"276",NA,"2012","09",NA,"squid long finned",c(-70.5115003961883, 43.2390601875765)
"277",NA,"2013","09",NA,"squid long finned",c(-70.4604351103335, 42.9408153295119)
"278",NA,"2001","10",NA,"squid long finned",c(-69.8789496364391, 43.6767502121482)
"279",NA,"2009","11",NA,"squid long finned",c(-67.8013994962531, 44.162500241089)
"280",NA,"2005","04","1",NA,c(-68.47547, 42.02559)
"281",NA,"2019","05",NA,"squid long finned",c(-68.0652103862116, 44.2893616062853)
"282","MARITIMES SUMMER RESEARCH VESSEL SURVEY","2015","07",NA,"LONGFIN SQUID;LONGFIN INSHORE SQUID",c(-66.416, 42.723333)
"283","DATRAS: ICES Database of trawl surveys, survey: Can-Mar","2014","07",NA,NA,c(-66.0153, 42.7127)
"284","MARITIMES SUMMER RESEARCH VESSEL SURVEY","2015","07",NA,"LONGFIN SQUID;LONGFIN INSHORE SQUID",c(-66.342, 44.208833)
"285",NA,"2016","05",NA,"squid long finned",c(-68.4656294270467, 44.2734053176263)
"286",NA,"2011","10",NA,"squid long finned",c(-68.1337749797871, 44.2367500042218)
"287",NA,"2012","10",NA,"squid long finned",c(-69.7461601591546, 43.7063650153116)
"288",NA,"2007","06",NA,"squid long finned",c(-67.7235798220547, 44.4605500140953)
"289","DATRAS: ICES Database of trawl surveys, survey: Can-Mar","2012","07",NA,NA,c(-65.6662, 44.9152)
"290","MARITIMES SPRING RESEARCH VESSEL SURVEY","2012","03",NA,"LONGFIN SQUID, LONGFIN INSHORE SQUID",c(-65.238333, 42.349167)
"291","DATRAS: ICES Database of trawl surveys, survey: Can-Mar","2012","07",NA,NA,c(-66.0655, 44.8405)
"292",NA,"2012","05",NA,"squid long finned",c(-67.8206999607191, 44.3520350030902)
"293","MARITIMES SUMMER RESEARCH VESSEL SURVEY","2013","07",NA,"LONGFIN SQUID;LONGFIN INSHORE SQUID",c(-65.3595, 42.649833)
"294",NA,"2018","10",NA,"squid long finned",c(-70.6786701197813, 42.8793950240138)
"295",NA,"2002","10",NA,"squid long finned",c(-69.1246504429795, 43.9203801634078)
"296",NA,"2013","05",NA,"squid long finned",c(-68.5415050209852, 44.3689650020991)
"297",NA,"2019","09",NA,"squid long finned",c(-70.6555314623817, 42.9822664535967)
"298","MARITIMES SUMMER RESEARCH VESSEL SURVEY","2016","07",NA,"LONGFIN SQUID;LONGFIN INSHORE SQUID",c(-66.170333, 42.146333)
"299",NA,"2014","10",NA,"squid long finned",c(-69.3903101436527, 43.7636700156595)
"300","MARITIMES SUMMER RESEARCH VESSEL SURVEY","2014","07",NA,"LONGFIN SQUID;LONGFIN INSHORE SQUID",c(-66.9415, 43.014667)
"301","MARITIMES SUMMER RESEARCH VESSEL SURVEY","2015","07",NA,"LONGFIN SQUID;LONGFIN INSHORE SQUID",c(-66.342, 44.208833)
"302",NA,"2012","09",NA,"squid long finned",c(-70.5102403049527, 43.2959500412986)
"303",NA,"2007","05",NA,"squid long finned",c(-68.671260461059, 43.8949301898361)
"304",NA,"2019","09",NA,"squid long finned",c(-69.9454680443799, 43.6666487679539)
"305",NA,"2012","05",NA,"squid long finned",c(-69.2775405712001, 43.8554402158693)
"306",NA,"2019","09",NA,"squid long finned",c(-70.2093171986488, 43.5015004412742)
"307","MARITIMES SPRING RESEARCH VESSEL SURVEY","2012","03",NA,"LONGFIN SQUID, LONGFIN INSHORE SQUID",c(-65.238333, 42.349167)
"308",NA,"2007","10",NA,"squid long finned",c(-68.7815847688024, 43.7642600252391)
"309","MARITIMES SUMMER RESEARCH VESSEL SURVEY","2012","07",NA,"LONGFIN SQUID;LONGFIN INSHORE SQUID",c(-66.867333, 44.759167)
"310","MARITIMES SPRING RESEARCH VESSEL SURVEY","2016","03",NA,"LONGFIN SQUID, LONGFIN INSHORE SQUID",c(-65.581667, 42.264167)
"311",NA,"2016","10",NA,"squid long finned",c(-68.774085273643, 43.9804750516103)
"312",NA,"2016","10",NA,"squid long finned",c(-69.6514753061832, 43.7001900432836)
"313","MARITIMES SPRING RESEARCH VESSEL SURVEY","2013","03",NA,"LONGFIN SQUID, LONGFIN INSHORE SQUID",c(-67.678333, 42.085833)
"314","MARITIMES SPRING RESEARCH VESSEL SURVEY","2013","03",NA,"LONGFIN SQUID, LONGFIN INSHORE SQUID",c(-68.961667, 42.219167)
"315",NA,"2017","11",NA,"squid long finned",c(-67.4898453315408, 44.2441702583949)
"316",NA,"2006","05",NA,"squid long finned",c(-68.5559597395341, 44.3133400272319)
"317","MARITIMES SUMMER RESEARCH VESSEL SURVEY","2016","07",NA,"LONGFIN SQUID;LONGFIN INSHORE SQUID",c(-66.170333, 42.146333)
"318","MARITIMES SUMMER RESEARCH VESSEL SURVEY","2015","07",NA,"LONGFIN SQUID;LONGFIN INSHORE SQUID",c(-65.638, 42.591667)
"319",NA,"2002","11",NA,"squid long finned",c(-68.5992254523076, 43.8688252010492)
"320",NA,"2017","10",NA,"squid long finned",c(-69.0434302375189, 44.158860022528)
"321",NA,"2016","05",NA,"squid long finned",c(-69.653500298239, 43.6942600379016)
"322","DATRAS: ICES Database of trawl surveys, survey: Can-Mar","2016","07",NA,NA,c(-66.1703, 42.1463)
"323",NA,"2004","10",NA,"squid long finned",c(-69.770879752705, 43.7138000324435)
"324","MARITIMES SUMMER RESEARCH VESSEL SURVEY","2012","07",NA,"LONGFIN SQUID;LONGFIN INSHORE SQUID",c(-67.105333, 44.142667)
"325",NA,"2012","05",NA,"squid long finned",c(-69.8663845801038, 43.6648400907765)
"326","MARITIMES SUMMER RESEARCH VESSEL SURVEY","2013","07",NA,"LONGFIN SQUID;LONGFIN INSHORE SQUID",c(-65.698167, 42.477333)
"327","MARITIMES SPRING RESEARCH VESSEL SURVEY","2016","03",NA,"LONGFIN SQUID, LONGFIN INSHORE SQUID",c(-66.736667, 43.609667)
"328",NA,"2003","06",NA,"squid long finned",c(-67.5015854242947, 44.297385228909)
"329","MARITIMES SPRING RESEARCH VESSEL SURVEY","2012","03",NA,"LONGFIN SQUID, LONGFIN INSHORE SQUID",c(-66.428167, 42.747667)
"330","MARITIMES SPRING RESEARCH VESSEL SURVEY","2016","03",NA,"LONGFIN SQUID, LONGFIN INSHORE SQUID",c(-65.581667, 42.264167)
"331",NA,"2019","09",NA,"squid long finned",c(-70.5095295950966, 43.2771285982168)
"332","MARITIMES SPRING RESEARCH VESSEL SURVEY","2016","03",NA,"LONGFIN SQUID, LONGFIN INSHORE SQUID",c(-66.551833, 42.73)
"333","MARITIMES SPRING RESEARCH VESSEL SURVEY","2012","03",NA,"LONGFIN SQUID, LONGFIN INSHORE SQUID",c(-65.875667, 42.468833)
"334","MARITIMES SUMMER RESEARCH VESSEL SURVEY","2016","07",NA,"LONGFIN SQUID;LONGFIN INSHORE SQUID",c(-66.170333, 42.146333)
"335","MARITIMES SUMMER RESEARCH VESSEL SURVEY","2015","07",NA,"LONGFIN SQUID;LONGFIN INSHORE SQUID",c(-65.638, 42.591667)
"336","MARITIMES SUMMER RESEARCH VESSEL SURVEY","2017","07",NA,"LONGFIN SQUID;LONGFIN INSHORE SQUID",c(-65.7585, 42.5405)
"337","MARITIMES SUMMER RESEARCH VESSEL SURVEY","2015","07",NA,"LONGFIN SQUID;LONGFIN INSHORE SQUID",c(-66.342, 44.208833)
"338",NA,"2007","10",NA,"squid long finned",c(-69.3085200583016, 43.8294350044736)
"339","MARITIMES SUMMER RESEARCH VESSEL SURVEY","2015","07",NA,"LONGFIN SQUID;LONGFIN INSHORE SQUID",c(-67.154167, 44.1725)
"340",NA,"2007","10",NA,"squid long finned",c(-67.8777846576399, 44.0965650454606)
"341",NA,"2002","10",NA,"squid long finned",c(-70.4429856905379, 43.0489352045688)
"342","DATRAS: ICES Database of trawl surveys, survey: Can-Mar","2015","07",NA,NA,c(-66.55, 43.9463)
"343","MARITIMES SUMMER RESEARCH VESSEL SURVEY","2015","07",NA,"LONGFIN SQUID;LONGFIN INSHORE SQUID",c(-65.638, 42.591667)
"344",NA,"2011","10",NA,"squid long finned",c(-68.3387055546913, 43.9594852365704)
"345","MARITIMES SPRING RESEARCH VESSEL SURVEY","2019","03",NA,"LONGFIN SQUID, LONGFIN INSHORE SQUID",c(-65.858667, 42.482333)
"346",NA,"2016","05",NA,"squid long finned",c(-70.0581354540379, 43.7829900796456)
"347",NA,"2008","10","3",NA,c(-68.91482, 42.02306)
"348",NA,"2012","10",NA,"squid long finned",c(-69.4888400754491, 43.8250550062219)
"349","MARITIMES SUMMER RESEARCH VESSEL SURVEY","2015","07",NA,"LONGFIN SQUID;LONGFIN INSHORE SQUID",c(-65.638, 42.591667)
"350","MARITIMES SPRING RESEARCH VESSEL SURVEY","2012","02",NA,"LONGFIN SQUID, LONGFIN INSHORE SQUID",c(-65.900333, 42.163167)
"351",NA,"2000","11",NA,"squid long finned",c(-67.8938510661941, 44.1553004720976)
"352","MARITIMES SPRING RESEARCH VESSEL SURVEY","2012","03",NA,"LONGFIN SQUID, LONGFIN INSHORE SQUID",c(-64.977, 42.483333)
"353","MARITIMES SPRING RESEARCH VESSEL SURVEY","2016","03",NA,"LONGFIN SQUID, LONGFIN INSHORE SQUID",c(-66.477667, 42.320667)
"354",NA,"2015","05",NA,"squid long finned",c(-68.7464000932702, 43.9877152642254)
"355",NA,"2009","10",NA,"squid long finned",c(-69.8672255630318, 43.6064651902839)
"356","MARITIMES SUMMER RESEARCH VESSEL SURVEY","2015","07",NA,"LONGFIN SQUID;LONGFIN INSHORE SQUID",c(-65.638, 42.591667)
"357",NA,"2017","10",NA,"squid long finned",c(-69.8663949281858, 43.7018250053567)
"358","MARITIMES SUMMER RESEARCH VESSEL SURVEY","2015","07",NA,"LONGFIN SQUID;LONGFIN INSHORE SQUID",c(-66.416, 42.723333)
"359",NA,"2007","10",NA,"squid long finned",c(-68.1310349899971, 44.2930350042586)
"360","DATRAS: ICES Database of trawl surveys, survey: Can-Mar","2012","07",NA,NA,c(-66.0655, 44.8405)
"361",NA,"2001","09",NA,"squid long finned",c(-70.6904505501703, 42.8852501331406)
"362","MARITIMES SUMMER RESEARCH VESSEL SURVEY","2015","07",NA,"LONGFIN SQUID;LONGFIN INSHORE SQUID",c(-65.638, 42.591667)
"363",NA,"2012","10",NA,"squid long finned",c(-66.998300201283, 44.6937900525283)
"364",NA,"2012","05",NA,"squid long finned",c(-70.2920852430357, 43.2040000672495)
"365",NA,"2012","10",NA,"squid long finned",c(-68.2389605122691, 43.9585802385413)
"366",NA,"2017","10",NA,"squid long finned",c(-68.5126101705618, 43.9199800228847)
"367","MARITIMES SUMMER RESEARCH VESSEL SURVEY","2015","07",NA,"LONGFIN SQUID;LONGFIN INSHORE SQUID",c(-66.265667, 42.738667)
"368","MARITIMES SUMMER RESEARCH VESSEL SURVEY","2016","07",NA,"LONGFIN SQUID;LONGFIN INSHORE SQUID",c(-66.170333, 42.146333)
"369",NA,"2018","05",NA,"squid long finned",c(-69.027405283063, 44.195405038014)
"370","MARITIMES SUMMER RESEARCH VESSEL SURVEY","2015","07",NA,"LONGFIN SQUID;LONGFIN INSHORE SQUID",c(-66.342, 44.208833)
"371",NA,"2006","10",NA,"squid long finned",c(-70.6085454954475, 42.8938101481232)
"372",NA,"2006","10","10",NA,c(-68.68057, 43.52815)
"373",NA,"2009","10",NA,"squid long finned",c(-70.1735004194744, 43.247625070272)
"374",NA,"2002","10",NA,"squid long finned",c(-69.407035172303, 43.8431500142753)
"375",NA,"2016","10",NA,"squid long finned",c(-68.5187499176442, 44.2856700062192)
"376",NA,"2017","10",NA,"squid long finned",c(-69.0593849858656, 43.8550750048097)
"377",NA,"2015","05",NA,"squid long finned",c(-68.4756346918528, 44.0029503102838)
"378",NA,"2000","11",NA,"squid long finned",c(-67.8546999164153, 44.3259000074857)
"379",NA,"2007","05",NA,"squid long finned",c(-68.5109254964647, 43.8364501677923)
"380","MARITIMES SUMMER RESEARCH VESSEL SURVEY","2012","07",NA,"LONGFIN SQUID;LONGFIN INSHORE SQUID",c(-66.282667, 44.849333)
"381",NA,"2012","09",NA,"squid long finned",c(-70.3357545473076, 43.0022302789076)
"382",NA,"2013","05",NA,"squid long finned",c(-70.274960578016, 43.1646852292889)
"383",NA,"2012","10",NA,"squid long finned",c(-68.4748303068509, 44.3006000939765)
"384",NA,"2011","05",NA,"squid long finned",c(-68.3602837321461, 43.9133417409181)
"385",NA,"2001","10","91",NA,c(-69.98167, 42.02545)
"386","DATRAS: ICES Database of trawl surveys, survey: Can-Mar","2015","07",NA,NA,c(-65.5798, 44.96)
"387",NA,"2013","05",NA,"squid long finned",c(-70.5319199368221, 43.2795150049376)
"388",NA,"2013","05",NA,"squid long finned",c(-70.2337506842826, 43.4195152651302)
"389",NA,"2014","09",NA,"squid long finned",c(-70.521680520683, 42.939950152128)
"390",NA,"2005","11",NA,"squid long finned",c(-68.2225653479375, 44.0370800451129)
"391",NA,"2017","10",NA,"squid long finned",c(-69.0689403784811, 43.8155750561486)
"392",NA,"2009","10",NA,"squid long finned",c(-70.6006355719632, 42.896535194758)
"393",NA,"2012","05",NA,"squid long finned",c(-70.511260435126, 43.2388252366247)
"394",NA,"2011","10",NA,"squid long finned",c(-68.0614152717028, 44.0522250761637)
"395",NA,"2009","11",NA,"squid long finned",c(-67.6592154851313, 44.2608002168536)
"396","MARITIMES SPRING RESEARCH VESSEL SURVEY","2012","03",NA,"LONGFIN SQUID, LONGFIN INSHORE SQUID",c(-64.878167, 42.405333)
"397","MARITIMES SUMMER RESEARCH VESSEL SURVEY","2015","07",NA,"LONGFIN SQUID;LONGFIN INSHORE SQUID",c(-66.342, 44.208833)
"398","MARITIMES SPRING RESEARCH VESSEL SURVEY","2012","03",NA,"LONGFIN SQUID, LONGFIN INSHORE SQUID",c(-64.414167, 43.399833)
"399",NA,"2009","10",NA,"squid long finned",c(-68.0582852917004, 44.0540800972554)
"400","MARITIMES SPRING RESEARCH VESSEL SURVEY","2017","03",NA,"LONGFIN SQUID, LONGFIN INSHORE SQUID",c(-68.9455, 42.107167)
"401",NA,"2008","10",NA,"squid long finned",c(-70.3467105074404, 43.5091401088617)
"402","MARITIMES SUMMER RESEARCH VESSEL SURVEY","2005","07",NA,"LONGFIN SQUID;LONGFIN INSHORE SQUID",c(-66.389167, 44.153333)
"403",NA,"2007","10",NA,"squid long finned",c(-68.5497903505578, 44.0128001539379)
"404",NA,"2000","11",NA,"squid long finned",c(-69.797651001844, 43.6545003390566)
"405","MARITIMES SPRING RESEARCH VESSEL SURVEY","2019","03",NA,"LONGFIN SQUID, LONGFIN INSHORE SQUID",c(-65.754833, 42.272833)
"406","DATRAS: ICES Database of trawl surveys, survey: Can-Mar","2015","07",NA,NA,c(-65.6815, 44.8503)
"407","DATRAS: ICES Database of trawl surveys, survey: Can-Mar","2012","07",NA,NA,c(-66.0655, 44.8405)
"408","MARITIMES SUMMER RESEARCH VESSEL SURVEY","2016","07",NA,"LONGFIN SQUID;LONGFIN INSHORE SQUID",c(-66.170333, 42.146333)
"409",NA,"2017","05",NA,"squid long finned",c(-67.6547106016953, 44.3475403373324)
"410",NA,"2018","04",NA,"squid long finned",c(-70.5519854554802, 42.8876601433015)
"411",NA,"2015","06",NA,"squid long finned",c(-67.2935802630483, 44.499100199912)
"412","MARITIMES SUMMER RESEARCH VESSEL SURVEY","2014","07",NA,"LONGFIN SQUID;LONGFIN INSHORE SQUID",c(-66.015333, 42.712667)
"413","MARITIMES SUMMER RESEARCH VESSEL SURVEY","2012","07",NA,"LONGFIN SQUID;LONGFIN INSHORE SQUID",c(-66.0655, 44.8405)
"414",NA,"2010","06",NA,"squid long finned",c(-67.1462005166217, 44.6446003100294)
"415",NA,"2012","10",NA,"squid long finned",c(-70.1678252263517, 43.6430150364916)
"416",NA,"2012","09",NA,"squid long finned",c(-70.5370603047909, 42.8935650442253)
"417","MARITIMES SPRING RESEARCH VESSEL SURVEY","2014","03",NA,"LONGFIN SQUID, LONGFIN INSHORE SQUID",c(-64.6135, 42.696333)
"418","MARITIMES SUMMER RESEARCH VESSEL SURVEY","2016","07",NA,"LONGFIN SQUID;LONGFIN INSHORE SQUID",c(-66.170333, 42.146333)
"419",NA,"2003","10","1",NA,c(-70.17333, 43.32183)
"420","MARITIMES SPRING RESEARCH VESSEL SURVEY","2019","03",NA,"LONGFIN SQUID, LONGFIN INSHORE SQUID",c(-65.754833, 42.272833)
"421","MARITIMES SPRING RESEARCH VESSEL SURVEY","2013","02",NA,"LONGFIN SQUID, LONGFIN INSHORE SQUID",c(-65.988833, 42.204333)
"422","MARITIMES SPRING RESEARCH VESSEL SURVEY","2017","03",NA,"LONGFIN SQUID, LONGFIN INSHORE SQUID",c(-68.9455, 42.107167)
"423",NA,"2015","06",NA,"squid long finned",c(-67.5232046784356, 44.5187350950934)
"424",NA,"2014","05",NA,"squid long finned",c(-69.28493054152, 43.8510502162627)
"425","MARITIMES SUMMER RESEARCH VESSEL SURVEY","2017","07",NA,"LONGFIN SQUID;LONGFIN INSHORE SQUID",c(-65.7585, 42.5405)
"426",NA,"2002","10","2",NA,c(-69.1, 43.10317)
"427","MARITIMES SUMMER RESEARCH VESSEL SURVEY","2015","07",NA,"LONGFIN SQUID;LONGFIN INSHORE SQUID",c(-65.638, 42.591667)
"428",NA,"2006","10",NA,"squid long finned",c(-70.1269845127456, 43.3995851629157)
"429",NA,"2014","10",NA,"squid long finned",c(-68.8489001139207, 43.6204750090692)
"430",NA,"2006","10",NA,"squid long finned",c(-68.7902895899084, 44.1671650787317)
"431","DATRAS: ICES Database of trawl surveys, survey: Can-Mar","2014","07",NA,NA,c(-66.0153, 42.7127)
"432",NA,"2003","10",NA,"squid long finned",c(-70.2705000564206, 43.5300002040184)
"433",NA,"2011","05",NA,"squid long finned",c(-69.1160004149591, 43.7730584079265)
"434","MARITIMES SUMMER RESEARCH VESSEL SURVEY","2012","07",NA,"LONGFIN SQUID;LONGFIN INSHORE SQUID",c(-66.0655, 44.8405)
"435",NA,"2011","10",NA,"squid long finned",c(-70.2722503699012, 43.5300103484983)
"436",NA,"2006","10",NA,"squid long finned",c(-70.393875465491, 43.0105101324195)
"437","MARITIMES SPRING RESEARCH VESSEL SURVEY","2017","03",NA,"LONGFIN SQUID, LONGFIN INSHORE SQUID",c(-68.9455, 42.107167)
"438","DATRAS: ICES Database of trawl surveys, survey: Can-Mar","2016","07",NA,NA,c(-66.1703, 42.1463)
"439",NA,"2007","10",NA,"squid long finned",c(-70.6637502526735, 42.9309000485461)
"440",NA,"2019","10",NA,"squid long finned",c(-69.6072111398769, 43.5818226468286)
"441",NA,"2006","10",NA,"squid long finned",c(-70.284140389875, 43.427095135795)
"442",NA,"2013","10",NA,"squid long finned",c(-69.778925505083, 43.5662434385577)
"443",NA,"2001","05",NA,"squid long finned",c(-67.9131997345031, 44.3767000289269)
"444","MARITIMES SUMMER RESEARCH VESSEL SURVEY","2012","07",NA,"LONGFIN SQUID;LONGFIN INSHORE SQUID",c(-66.896, 43.901333)
"445","MARITIMES SPRING RESEARCH VESSEL SURVEY","2017","03",NA,"LONGFIN SQUID, LONGFIN INSHORE SQUID",c(-68.9455, 42.107167)
"446","MARITIMES SPRING RESEARCH VESSEL SURVEY","2017","03",NA,"LONGFIN SQUID, LONGFIN INSHORE SQUID",c(-68.7895, 42.113667)
"447",NA,"2002","10",NA,"squid long finned",c(-69.9720502146588, 43.6614900339008)
"448",NA,"2013","09",NA,"squid long finned",c(-70.2457904472833, 43.5120551136146)
"449","MARITIMES SPRING RESEARCH VESSEL SURVEY","2012","03",NA,"LONGFIN SQUID, LONGFIN INSHORE SQUID",c(-65.869333, 42.256667)
"450","MARITIMES SPRING RESEARCH VESSEL SURVEY","2016","03",NA,"LONGFIN SQUID, LONGFIN INSHORE SQUID",c(-64.822, 42.497)
"451","MARITIMES SPRING RESEARCH VESSEL SURVEY","2012","03",NA,"LONGFIN SQUID, LONGFIN INSHORE SQUID",c(-65.875667, 42.468833)
"452","MARITIMES SUMMER RESEARCH VESSEL SURVEY","2011","07",NA,"LONGFIN SQUID;LONGFIN INSHORE SQUID",c(-66.271333, 42.219667)
"453","MARITIMES SPRING RESEARCH VESSEL SURVEY","2013","02",NA,"LONGFIN SQUID, LONGFIN INSHORE SQUID",c(-66.8545, 42.099333)
"454","MARITIMES SUMMER RESEARCH VESSEL SURVEY","2015","07",NA,"LONGFIN SQUID;LONGFIN INSHORE SQUID",c(-65.299167, 42.728167)
"455","DATRAS: ICES Database of trawl surveys, survey: Can-Mar","2016","07",NA,NA,c(-67.25, 43.2165)
"456","MARITIMES SUMMER RESEARCH VESSEL SURVEY","2016","07",NA,"LONGFIN SQUID;LONGFIN INSHORE SQUID",c(-66.170333, 42.146333)
"457","MARITIMES SPRING RESEARCH VESSEL SURVEY","2014","02",NA,"LONGFIN SQUID, LONGFIN INSHORE SQUID",c(-66.086167, 42.212667)
